AÑO,MES,QUINCENA,FECHA,CODIGO,LITROS POR VACA,LITROS HA A,LITROS TRABAJADOR,LITROS LIBRES,LITROS POR CONCENTRADO,VACAS ORDENO POR HORRAS,VACAS ORDENO HA
2017,8,15,2017-08-15,1082,,,,,,,2.0484171322160147
2017,8,16,2017-08-31,1082,,,,,,,2.0484171322160147
2017,8,15,2017-08-15,1093,,,,,,,2.2789115646258504
2017,8,16,2017-08-31,1093,,,,,,,2.2789115646258504
2017,9,17,2017-09-15,14,,,,,,,1.7567567567567568
2017,9,18,2017-09-30,14,,,,,,,1.7567567567567568
2017,9,17,2017-09-15,20,,,,,,,2.4655436447166923
2017,9,18,2017-09-30,20,,,,,,,2.4655436447166923
2017,9,17,2017-09-15,512,,,,,,,5.345454545454546
2017,9,18,2017-09-30,512,,,,,,,5.345454545454546
2017,9,17,2017-09-15,1082,,,,,,,2.0484171322160147
2017,9,18,2017-09-30,1082,,,,,,,2.0484171322160147
2017,9,17,2017-09-15,1093,,,,,,,2.2789115646258504
2017,9,18,2017-09-30,1093,,,,,,,2.2789115646258504
2017,10,19,2017-10-15,14,,,,,,,1.662162162162162
2017,10,20,2017-10-31,14,,,,,,,1.662162162162162
2017,10,19,2017-10-15,20,,,,,,,2.572741194486983
2017,10,20,2017-10-31,20,,,,,,,2.572741194486983
2017,10,19,2017-10-15,512,,,,,,,3.64
2017,10,20,2017-10-31,512,,,,,,,3.64
2017,10,19,2017-10-15,1082,,,,,,,1.9739292364990688
2017,10,20,2017-10-31,1082,,,,,,,1.9739292364990688
2017,10,19,2017-10-15,1093,,,,,,,2.380952380952381
2017,10,20,2017-10-31,1093,,,,,,,2.380952380952381
2017,11,21,2017-11-15,14,,,,,,,1.662162162162162
2017,11,22,2017-11-30,14,,,,,,,1.662162162162162
2017,11,21,2017-11-15,20,,,,,,,2.572741194486983
2017,11,22,2017-11-30,20,,,,,,,2.572741194486983
2017,11,21,2017-11-15,512,,,,,,,3.64
2017,11,22,2017-11-30,512,,,,,,,3.64
2017,11,21,2017-11-15,1082,,,,,,,1.9739292364990688
2017,11,22,2017-11-30,1082,,,,,,,1.9739292364990688
2017,11,21,2017-11-15,1093,,,,,,,2.380952380952381
2017,11,22,2017-11-30,1093,,,,,,,2.380952380952381
2017,12,23,2017-12-15,14,,,,,,,1.662162162162162
2017,12,24,2017-12-31,14,,,,,,,1.662162162162162
2017,12,23,2017-12-15,20,,,,,,,2.572741194486983
2017,12,24,2017-12-31,20,,,,,,,2.572741194486983
2017,12,23,2017-12-15,512,,,,,,,3.64
2017,12,24,2017-12-31,512,,,,,,,3.64
2017,12,23,2017-12-15,1082,,,,,,,1.9739292364990688
2017,12,24,2017-12-31,1082,,,,,,,1.9739292364990688
2017,12,23,2017-12-15,1093,,,,,,,2.380952380952381
2017,12,24,2017-12-31,1093,,,,,,,2.380952380952381
2018,1,1,2018-01-15,14,,,,,,,1.7027027027027026
2018,1,2,2018-01-31,14,,,,,,,1.7027027027027026
2018,1,1,2018-01-15,20,,,,,,,2.6186830015313936
2018,1,2,2018-01-31,20,,,,,,,2.6186830015313936
2018,1,1,2018-01-15,512,,,,,,,5.109090909090909
2018,1,2,2018-01-31,512,,,,,,,5.109090909090909
2018,1,1,2018-01-15,1082,,,,,,,1.9180633147113593
2018,1,2,2018-01-31,1082,,,,,,,1.9180633147113593
2018,1,1,2018-01-15,1093,,,,,,,2.312925170068027
2018,1,2,2018-01-31,1093,,,,,,,2.312925170068027
2018,2,3,2018-02-15,14,,,,,,,1.7027027027027026
2018,2,4,2018-02-28,14,,,,,,,1.7027027027027026
2018,2,3,2018-02-15,20,,,,,,,2.6186830015313936
2018,2,4,2018-02-28,20,,,,,,,2.6186830015313936
2018,2,3,2018-02-15,512,,,,,,,5.109090909090909
2018,2,4,2018-02-28,512,,,,,,,5.109090909090909
2018,2,3,2018-02-15,1082,,,,,,,1.9180633147113593
2018,2,4,2018-02-28,1082,,,,,,,1.9180633147113593
2018,2,3,2018-02-15,1093,,,,,,,2.312925170068027
2018,2,4,2018-02-28,1093,,,,,,,2.312925170068027
2018,3,5,2018-03-15,14,,,,,,,1.7027027027027026
2018,3,6,2018-03-31,14,,,,,,,1.7027027027027026
2018,3,5,2018-03-15,20,,,,,,,2.6186830015313936
2018,3,6,2018-03-31,20,,,,,,,2.6186830015313936
2018,3,5,2018-03-15,512,,,,,,,5.109090909090909
2018,3,6,2018-03-31,512,,,,,,,5.109090909090909
2018,3,5,2018-03-15,1082,,,,,,,1.9180633147113593
2018,3,6,2018-03-31,1082,,,,,,,1.9180633147113593
2018,3,5,2018-03-15,1093,,,,,,,2.312925170068027
2018,3,6,2018-03-31,1093,,,,,,,2.312925170068027
2018,4,7,2018-04-15,14,21.48148148148148,21170.0,497.14285714285717,17.86768811596639,4.142857142857143,87.65432098765432,2.3666666666666667
2018,4,8,2018-04-30,14,21.48148148148148,21170.0,497.14285714285717,17.86768811596639,4.142857142857143,87.65432098765432,2.3666666666666667
2018,4,7,2018-04-15,20,20.215311004784688,23616.00306278714,384.09090909090907,15.646472574339533,3.706140350877193,88.03827751196172,2.8177641653905057
2018,4,8,2018-04-30,20,20.215311004784688,23616.00306278714,384.09090909090907,15.646472574339533,3.706140350877193,88.03827751196172,2.8177641653905057
2018,4,7,2018-04-15,512,18.46511627906977,30078.879086663208,577.4545454545455,18.08363201911589,4.537142857142857,81.1046511627907,3.6196159833938766
2018,4,8,2018-04-30,512,18.46511627906977,30078.879086663208,577.4545454545455,18.08363201911589,4.537142857142857,81.1046511627907,3.6196159833938766
2018,4,7,2018-04-15,1082,16.040268456375838,18173.958333333332,341.42857142857144,15.10594706632653,2.6644370122630994,75.16778523489933,2.3333333333333335
2018,4,8,2018-04-30,1082,16.040268456375838,18173.958333333332,341.42857142857144,15.10594706632653,2.6644370122630994,75.16778523489933,2.3333333333333335
2018,4,7,2018-04-15,1093,19.682926829268293,20314.137931034482,403.5,,,86.58536585365853,2.4482758620689653
2018,4,8,2018-04-30,1093,19.682926829268293,20314.137931034482,403.5,,,86.58536585365853,2.4482758620689653
2018,5,9,2018-05-15,14,21.48148148148148,21170.0,497.14285714285717,17.86768811596639,4.142857142857143,87.65432098765432,2.3666666666666667
2018,5,10,2018-05-31,14,21.48148148148148,21170.0,497.14285714285717,17.86768811596639,4.142857142857143,87.65432098765432,2.3666666666666667
2018,5,9,2018-05-15,20,20.215311004784688,23616.00306278714,384.09090909090907,15.646472574339533,3.706140350877193,88.03827751196172,2.8177641653905057
2018,5,10,2018-05-31,20,20.215311004784688,23616.00306278714,384.09090909090907,15.646472574339533,3.706140350877193,88.03827751196172,2.8177641653905057
2018,5,9,2018-05-15,512,18.46511627906977,30078.879086663208,577.4545454545455,18.08363201911589,4.537142857142857,81.1046511627907,3.6196159833938766
2018,5,10,2018-05-31,512,18.46511627906977,30078.879086663208,577.4545454545455,18.08363201911589,4.537142857142857,81.1046511627907,3.6196159833938766
2018,5,9,2018-05-15,1082,16.040268456375838,18173.958333333332,341.42857142857144,15.10594706632653,2.6644370122630994,75.16778523489933,2.3333333333333335
2018,5,10,2018-05-31,1082,16.040268456375838,18173.958333333332,341.42857142857144,15.10594706632653,2.6644370122630994,75.16778523489933,2.3333333333333335
2018,5,9,2018-05-15,1093,19.682926829268293,20314.137931034482,403.5,,,86.58536585365853,2.4482758620689653
2018,5,10,2018-05-31,1093,19.682926829268293,20314.137931034482,403.5,,,86.58536585365853,2.4482758620689653
2018,6,11,2018-06-15,14,21.48148148148148,21170.0,497.14285714285717,17.86768811596639,4.142857142857143,87.65432098765432,2.3666666666666667
2018,6,12,2018-06-30,14,21.48148148148148,21170.0,497.14285714285717,17.86768811596639,4.142857142857143,87.65432098765432,2.3666666666666667
2018,6,11,2018-06-15,20,20.215311004784688,23616.00306278714,384.09090909090907,15.646472574339533,3.706140350877193,88.03827751196172,2.8177641653905057
2018,6,12,2018-06-30,20,20.215311004784688,23616.00306278714,384.09090909090907,15.646472574339533,3.706140350877193,88.03827751196172,2.8177641653905057
2018,6,11,2018-06-15,512,18.46511627906977,30078.879086663208,577.4545454545455,18.08363201911589,4.537142857142857,81.1046511627907,3.6196159833938766
2018,6,12,2018-06-30,512,18.46511627906977,30078.879086663208,577.4545454545455,18.08363201911589,4.537142857142857,81.1046511627907,3.6196159833938766
2018,6,11,2018-06-15,1082,16.040268456375838,18173.958333333332,341.42857142857144,15.10594706632653,2.6644370122630994,75.16778523489933,2.3333333333333335
2018,6,12,2018-06-30,1082,16.040268456375838,18173.958333333332,341.42857142857144,15.10594706632653,2.6644370122630994,75.16778523489933,2.3333333333333335
2018,6,11,2018-06-15,1093,19.682926829268293,20314.137931034482,403.5,,,86.58536585365853,2.4482758620689653
2018,6,12,2018-06-30,1093,19.682926829268293,20314.137931034482,403.5,,,86.58536585365853,2.4482758620689653
2018,7,13,2018-07-15,14,18.275862068965516,19345.0,454.2857142857143,16.41310780648447,3.8780487804878048,77.58620689655173,2.25
2018,7,14,2018-07-31,14,18.275862068965516,19345.0,454.2857142857143,16.41310780648447,3.8780487804878048,77.58620689655173,2.25
2018,7,13,2018-07-15,20,20.101522842639593,22134.76263399694,360.0,15.3748700945217,3.6666666666666665,84.77157360406092,2.557427258805513
2018,7,14,2018-07-31,20,20.101522842639593,22134.76263399694,360.0,15.3748700945217,3.6666666666666665,84.77157360406092,2.557427258805513
2018,7,13,2018-07-15,512,18.760563380281692,31537.363777893097,605.4545454545455,18.16261574074074,4.757142857142857,81.12676056338029,3.7363777893098082
2018,7,14,2018-07-31,512,18.760563380281692,31537.363777893097,605.4545454545455,18.16261574074074,4.757142857142857,81.12676056338029,3.7363777893098082
2018,7,13,2018-07-15,1082,20.093023255813954,19710.0,370.2857142857143,17.570068027210883,2.6804550155118925,81.3953488372093,2.1875
2018,7,14,2018-07-31,1082,20.093023255813954,19710.0,370.2857142857143,17.570068027210883,2.6804550155118925,81.3953488372093,2.1875
2018,7,13,2018-07-15,1093,21.569620253164558,21446.896551724138,426.0,,,87.34177215189874,2.3793103448275863
2018,7,14,2018-07-31,1093,21.569620253164558,21446.896551724138,426.0,,,87.34177215189874,2.3793103448275863
2018,8,15,2018-08-15,14,18.275862068965516,19345.0,454.2857142857143,16.41310780648447,3.8780487804878048,77.58620689655173,2.25
2018,8,16,2018-08-31,14,18.275862068965516,19345.0,454.2857142857143,16.41310780648447,3.8780487804878048,77.58620689655173,2.25
2018,8,15,2018-08-15,20,20.101522842639593,22134.76263399694,360.0,15.3748700945217,3.6666666666666665,84.77157360406092,2.557427258805513
2018,8,16,2018-08-31,20,20.101522842639593,22134.76263399694,360.0,15.3748700945217,3.6666666666666665,84.77157360406092,2.557427258805513
2018,8,15,2018-08-15,512,18.760563380281692,31537.363777893097,605.4545454545455,18.16261574074074,4.757142857142857,81.12676056338029,3.7363777893098082
2018,8,16,2018-08-31,512,18.760563380281692,31537.363777893097,605.4545454545455,18.16261574074074,4.757142857142857,81.12676056338029,3.7363777893098082
2018,8,15,2018-08-15,1082,20.093023255813954,19710.0,370.2857142857143,17.570068027210883,2.6804550155118925,81.3953488372093,2.1875
2018,8,16,2018-08-31,1082,20.093023255813954,19710.0,370.2857142857143,17.570068027210883,2.6804550155118925,81.3953488372093,2.1875
2018,8,15,2018-08-15,1093,21.569620253164558,21446.896551724138,426.0,,,87.34177215189874,2.3793103448275863
2018,8,16,2018-08-31,1093,21.569620253164558,21446.896551724138,426.0,,,87.34177215189874,2.3793103448275863
2018,9,17,2018-09-15,14,18.275862068965516,19345.0,454.2857142857143,16.41310780648447,3.8780487804878048,77.58620689655173,2.25
2018,9,18,2018-09-30,14,18.275862068965516,19345.0,454.2857142857143,16.41310780648447,3.8780487804878048,77.58620689655173,2.25
2018,9,17,2018-09-15,20,20.101522842639593,22134.76263399694,360.0,15.3748700945217,3.6666666666666665,84.77157360406092,2.557427258805513
2018,9,18,2018-09-30,20,20.101522842639593,22134.76263399694,360.0,15.3748700945217,3.6666666666666665,84.77157360406092,2.557427258805513
2018,9,17,2018-09-15,512,18.760563380281692,31537.363777893097,605.4545454545455,18.16261574074074,4.757142857142857,81.12676056338029,3.7363777893098082
2018,9,18,2018-09-30,512,18.760563380281692,31537.363777893097,605.4545454545455,18.16261574074074,4.757142857142857,81.12676056338029,3.7363777893098082
2018,9,17,2018-09-15,1082,20.093023255813954,19710.0,370.2857142857143,17.570068027210883,2.6804550155118925,81.3953488372093,2.1875
2018,9,18,2018-09-30,1082,20.093023255813954,19710.0,370.2857142857143,17.570068027210883,2.6804550155118925,81.3953488372093,2.1875
2018,9,17,2018-09-15,1093,21.569620253164558,21446.896551724138,426.0,,,87.34177215189874,2.3793103448275863
2018,9,18,2018-09-30,1093,21.569620253164558,21446.896551724138,426.0,,,87.34177215189874,2.3793103448275863
2018,10,19,2018-10-15,14,20.191082802547772,19284.166666666668,452.85714285714283,15.633421501542944,3.4835164835164836,84.07643312101911,2.2
2018,10,20,2018-10-31,14,20.191082802547772,19284.166666666668,452.85714285714283,15.633421501542944,3.4835164835164836,84.07643312101911,2.2
2018,10,19,2018-10-15,20,23.174603174603174,24482.38897396631,398.1818181818182,18.51287262872629,4.451219512195122,86.77248677248677,2.5114854517611027
2018,10,20,2018-10-31,20,23.174603174603174,24482.38897396631,398.1818181818182,18.51287262872629,4.451219512195122,86.77248677248677,2.5114854517611027
2018,10,19,2018-10-15,512,17.649425287356323,29114.675324675325,558.3636363636364,16.347436761193116,4.387142857142857,83.33333333333334,3.7662337662337664
2018,10,20,2018-10-31,512,17.649425287356323,29114.675324675325,558.3636363636364,16.347436761193116,4.387142857142857,83.33333333333334,3.7662337662337664
2018,10,19,2018-10-15,1082,18.694444444444443,20470.416666666668,384.57142857142856,15.727510187023299,3.15962441314554,82.63888888888889,2.4791666666666665
2018,10,20,2018-10-31,1082,18.694444444444443,20470.416666666668,384.57142857142856,15.727510187023299,3.15962441314554,82.63888888888889,2.4791666666666665
2018,10,19,2018-10-15,1093,21.641025641025642,21245.51724137931,422.0,,,87.17948717948718,2.3448275862068964
2018,10,20,2018-10-31,1093,21.641025641025642,21245.51724137931,422.0,,,87.17948717948718,2.3448275862068964
2018,11,21,2018-11-15,14,20.191082802547772,19284.166666666668,452.85714285714283,15.633421501542944,3.4835164835164836,84.07643312101911,2.2
2018,11,22,2018-11-30,14,20.191082802547772,19284.166666666668,452.85714285714283,15.633421501542944,3.4835164835164836,84.07643312101911,2.2
2018,11,21,2018-11-15,20,23.174603174603174,24482.38897396631,398.1818181818182,18.51287262872629,4.451219512195122,86.77248677248677,2.5114854517611027
2018,11,22,2018-11-30,20,23.174603174603174,24482.38897396631,398.1818181818182,18.51287262872629,4.451219512195122,86.77248677248677,2.5114854517611027
2018,11,21,2018-11-15,512,17.649425287356323,29114.675324675325,558.3636363636364,16.347436761193116,4.387142857142857,83.33333333333334,3.7662337662337664
2018,11,22,2018-11-30,512,17.649425287356323,29114.675324675325,558.3636363636364,16.347436761193116,4.387142857142857,83.33333333333334,3.7662337662337664
2018,11,21,2018-11-15,1082,18.694444444444443,20470.416666666668,384.57142857142856,15.727510187023299,3.15962441314554,82.63888888888889,2.4791666666666665
2018,11,22,2018-11-30,1082,18.694444444444443,20470.416666666668,384.57142857142856,15.727510187023299,3.15962441314554,82.63888888888889,2.4791666666666665
2018,11,21,2018-11-15,1093,21.641025641025642,21245.51724137931,422.0,,,87.17948717948718,2.3448275862068964
2018,11,22,2018-11-30,1093,21.641025641025642,21245.51724137931,422.0,,,87.17948717948718,2.3448275862068964
2018,12,23,2018-12-15,14,20.191082802547772,19284.166666666668,452.85714285714283,15.633421501542944,3.4835164835164836,84.07643312101911,2.2
2018,12,24,2018-12-31,14,20.191082802547772,19284.166666666668,452.85714285714283,15.633421501542944,3.4835164835164836,84.07643312101911,2.2
2018,12,23,2018-12-15,20,23.174603174603174,24482.38897396631,398.1818181818182,18.51287262872629,4.451219512195122,86.77248677248677,2.5114854517611027
2018,12,24,2018-12-31,20,23.174603174603174,24482.38897396631,398.1818181818182,18.51287262872629,4.451219512195122,86.77248677248677,2.5114854517611027
2018,12,23,2018-12-15,512,17.649425287356323,29114.675324675325,558.3636363636364,16.347436761193116,4.387142857142857,83.33333333333334,3.7662337662337664
2018,12,24,2018-12-31,512,17.649425287356323,29114.675324675325,558.3636363636364,16.347436761193116,4.387142857142857,83.33333333333334,3.7662337662337664
2018,12,23,2018-12-15,1082,18.694444444444443,20470.416666666668,384.57142857142856,15.727510187023299,3.15962441314554,82.63888888888889,2.4791666666666665
2018,12,24,2018-12-31,1082,18.694444444444443,20470.416666666668,384.57142857142856,15.727510187023299,3.15962441314554,82.63888888888889,2.4791666666666665
2018,12,23,2018-12-15,1093,21.641025641025642,21245.51724137931,422.0,,,87.17948717948718,2.3448275862068964
2018,12,24,2018-12-31,1093,21.641025641025642,21245.51724137931,422.0,,,87.17948717948718,2.3448275862068964
